time,seconds_elapsed,z,y,x
1772470165025633300,0.15763330078125,0.0041740708142519,-0.19133622632622718,0.14963292758464813
1772470165035641300,0.167641357421875,-0.1905985597014427,-0.15783464647978543,0.1869882602497935
1772470165045649400,0.1776494140625,-0.43574002597331996,-0.175635091586411,0.2410796967256814
1772470165055657500,0.187657470703125,-0.6514905625879764,-0.2170133961573243,0.4057072912812233
1772470165065665500,0.19766552734375,-0.8187117538332939,-0.27475480650812384,0.3492044097494334
1772470165075673300,0.20767333984375,-0.48772506475448607,0.056389411219954486,0.069409234453924
1772470165085682400,0.217682373046875,0.21798457927703857,0.22129063508510588,-0.21479751020614057
1772470165095690500,0.2276904296875,0.7045522906899452,-0.16663550031185148,-0.5585984534768388
1772470165105698300,0.2376982421875,0.706033469158411,-0.4612333636701107,-1.02862525485754
1772470165115706400,0.247706298828125,1.0053291349440812,-0.8050327725708484,-1.598862306343019
1772470165125714400,0.25771435546875,1.657404803943634,-0.09898206001669167,-1.5845011880353093
1772470165135723300,0.26772314453125,2.6534628371953963,0.7952183577820658,-0.7089649925656616
1772470165145731300,0.2777314453125,3.13166194871366,0.48054333655685183,-0.5921238160576671
1772470165155739600,0.28773974609375,2.619861596366763,-0.6553641891509294,-0.7822170565854758
1772470165165747500,0.29774755859375,2.75765386403203,-0.5868816045552492,-0.768561894590035
1772470165175755500,0.307755615234375,3.547877774527669,-0.026272213114798066,-0.793120289524272
1772470165185763300,0.317763427734375,3.7224580963641403,-0.12370002942681312,-0.8261196189370006
1772470165195772400,0.3277724609375,3.0229473069727417,-0.47187546145468945,-0.5748077204018831
1772470165205780500,0.337780517578125,2.4788591344833373,-0.6086980073049664,-0.055480333551019424
1772470165215788300,0.347788330078125,2.6963328416287897,-1.0773267419233918,1.6287619161747395
1772470165225796400,0.35779638671875,3.4431577553808688,-1.6142919306650756,3.1179455580502746
1772470165235804700,0.3678046875,2.4944471642374992,-1.4847428829491138,4.773488659775257
1772470165245813200,0.377813232421875,0.6695785924643278,-1.1285405040711163,4.479406929245591
1772470165255821600,0.387821533203125,-0.67653089582026,-0.7920955495864153,2.894301053315401
1772470165265829400,0.397829345703125,-3.371229998767376,-0.08204349243640899,1.3650149720236657
1772470165275837400,0.40783740234375,-2.8420915581285953,0.6852543005019426,-0.5196648021116852
1772470165285845500,0.417845458984375,-2.735773456135392,1.1442393007233738,-1.574585358698666
1772470165295854300,0.427854248046875,-2.0139462055176494,1.109385721746087,-1.3906135236606
1772470165305862400,0.4378623046875,-1.3138695989370346,0.8019590642139315,-1.188957124980539
1772470165315870500,0.447870361328125,-1.2590215719401836,0.8595598970502615,-0.9630734630167483
1772470165325878300,0.457878173828125,-1.6593226202636957,0.6758163178101182,-0.8668679550413042
1772470165335886600,0.467886474609375,-2.154621335142851,0.44285131928324695,-1.0781165040615945
1772470165345894400,0.477894287109375,-2.7607904084920882,0.018711130210757255,-0.736511317269504
1772470165355903500,0.487903564453125,-3.2371266487479207,-0.22090163576751945,-0.17637283127643166
1772470165365911600,0.49791162109375,-2.9418782125264404,0.7130082766070962,-1.2140720578189939
1772470165375919400,0.50791943359375,-1.9154209493577479,0.8507780401796102,-2.133174788618833
1772470165385927400,0.517927490234375,-0.6129290690034628,0.326868440105021,-1.513112945125997
1772470165395935500,0.527935546875,0.5966863747328519,0.05850158106833696,-0.6271865077409893
1772470165405944300,0.5379443359375,1.1276806723713875,-0.3124795570075512,0.24322328462563453
1772470165415952400,0.547952392578125,1.1314946777015924,-0.6545724542513489,0.9021789223972707
1772470165425960400,0.55796044921875,0.7499065131545066,-0.902060483649373,1.5034519673332571
1772470165435968500,0.567968505859375,0.0750543642014265,-0.8724550344586371,1.9335846748188137
1772470165445976600,0.5779765625,-0.7033283018529415,-0.7207254268556833,2.0528201260522008
1772470165455985700,0.587985595703125,-1.1014175193458795,-0.485600912207365,1.8916103040508925
1772470165465993500,0.597993408203125,-0.9971972664147615,-0.33299072237759825,1.4941327887155114
1772470165476001500,0.60800146484375,-0.4462953222572803,-0.09153992731720209,0.9734073716349899
1772470165486009300,0.61800927734375,0.25479309171438214,0.025303660343587397,0.444511069189012
1772470165496017400,0.628017333984375,0.6682324385523796,0.020296061314642427,0.03659077803343534
1772470165506025500,0.638025390625,0.8121861514568328,-0.0047381344377994536,-0.18644713911041616
1772470165516034300,0.648034423828125,0.894039089757204,-0.06294511647373438,-0.27313115082904693
1772470165526042400,0.65804248046875,1.0138818592339753,-0.1102440432652831,-0.18498276564627886
1772470165536050400,0.668050537109375,1.0230261196762322,-0.10587678796648979,0.010017974536865948
1772470165546058500,0.67805859375,0.8360264612495899,-0.14478753338009118,0.13440715527161956
1772470165556066600,0.688066650390625,0.5069681098848581,-0.1899368809223175,0.11927300676479935
1772470165566075400,0.698075439453125,0.1385404556840658,-0.13545768723785875,0.026784984942525625
1772470165576083500,0.70808349609375,-0.09606792613565922,-0.039059506234526635,-0.04576134196072817
1772470165586091500,0.718091552734375,-0.15998305668532847,-0.02786854239553213,-0.11045359436273575
1772470165596099300,0.728099365234375,-0.16657061838209627,-0.010174188011884688,-0.13645283575505018
1772470165606107400,0.738107421875,-0.11753449253439903,-0.03537088084965944,-0.2128933936178684
1772470165616116500,0.748116455078125,0.07572481080889701,-0.08043693402260542,-0.2556745507240295
1772470165626124300,0.758124267578125,0.47838791208863257,-0.07598492304980754,-0.09746931736618279
1772470165636132400,0.76813232421875,1.8108920688688754,-0.13872224199175834,0.48991629118844865
1772470165646140400,0.778140380859375,1.9189117140829561,-0.40505350354760883,0.6083781277008354
1772470165656148500,0.7881484375,1.1145265917658804,-0.0468012064024806,0.07809899259433149
1772470165666157600,0.798157470703125,-0.2696002002239227,-0.13909341339170933,-0.12471549007967114
1772470165676165400,0.808165283203125,-1.328324240747094,-0.03979425024986267,-0.271104759567976
1772470165686173400,0.81817333984375,-1.3001765891492365,0.16474281843304633,-0.6401888318508863
1772470165696181500,0.828181396484375,-0.4359773418605327,0.09380465737879276,-0.599705722554028
1772470165706189300,0.838189208984375,0.6402648196965456,-0.013686872307956217,0.08554623986035585
1772470165716198400,0.848198486328125,1.426690506953001,-0.26065876887738704,0.30872414999678727
1772470165726206500,0.85820654296875,1.7443816611289977,-0.5562570414498448,0.48018341720327734
1772470165736214300,0.86821435546875,1.483858501330018,-0.694550536635518,0.7283687812156975
1772470165746222300,0.878222412109375,0.8169798154741525,-0.7326999422878027,0.5222840446993708
1772470165756230400,0.88823046875,0.15414719013869763,-0.8226850413784385,-0.022083383122831583
1772470165766239500,0.898239501953125,-0.608974778419733,-0.8828431574821471,-0.5877468430824577
1772470165776247300,0.908247314453125,-1.4783388611257076,-0.9299962460622191,-1.1184396735563873
1772470165786255400,0.91825537109375,-1.7402110974460838,-0.8309028346255422,-1.495550108167529
1772470165796263200,0.92826318359375,-1.0585387470841408,-0.7737558830365538,-1.4469463823877273
1772470165806271200,0.938271240234375,-0.1999707836806774,-0.9692767015710473,-0.7258966920137405
1772470165816280300,0.9482802734375,0.40623569906949997,-1.0891320382684468,0.26276450898498294
1772470165826288000,0.9582880859375,1.0010404978394507,-0.7751011601656674,0.6430554733283818
1772470165836296200,0.968296142578125,1.7302134350448846,-0.7700666731297969,0.008090951997041702
1772470165846304500,0.978304443359375,2.287554472339153,-0.7679130022272467,-1.394337074228376
1772470165856312300,0.988312255859375,2.895550176593661,-0.3800961724236607,-2.4713275699347257
1772470165866321400,0.9983212890625,3.0705168673992156,-0.9394722226768731,-1.831006928397715
1772470165876329500,1.00832958984375,2.2096225068747994,-1.8576915217056869,-0.5487120328977704
1772470165886337300,1.018337158203125,1.8514853605419397,-1.9206462827906012,0.8726012379962951
1772470165896345300,1.028345458984375,1.6579793889611958,-1.1718164589568971,2.893782290138304
1772470165906353200,1.038353271484375,0.595052636051178,-0.4975459092840552,4.7329982439547775
1772470165916362200,1.0483623046875,-0.39086043528318404,-0.28164544280469417,5.5693023531019685
1772470165926370300,1.058370361328125,-0.03455459603071213,-0.5254834252625703,4.897325467324257
1772470165936378400,1.06837841796875,-0.1142027177631855,-1.330791799904406,3.4606630169332027
1772470165946386400,1.078386474609375,0.737113667076826,-0.2849684497475624,3.1996140796944497
1772470165956394200,1.088394287109375,1.0302174924850462,-0.0711307610169053,2.581360893058777
1772470165966402300,1.09840234375,1.2829250100970266,-0.26555618553012605,1.899849870738387
1772470165976411400,1.108411376953125,1.528547537884116,-0.2378141921237111,1.2479133179485797
1772470165986419200,1.118419189453125,1.3890426210820674,-0.7744236992955207,0.1307837040774524
1772470165996427300,1.12842724609375,1.2117016023606062,-2.11114985768497,-1.9323428580641746
1772470166006435300,1.138435302734375,1.2332342197328805,-1.526490605354309,-2.819033338624239
1772470166016443100,1.148443115234375,0.07803834844827652,-0.7810610914833843,-2.8919764097601175
1772470166026452200,1.1584521484375,-1.2177619253128766,-0.9521166001945733,-2.611308287554979
1772470166036460300,1.168460205078125,-2.297717554435134,-1.1745227953061461,-1.9645888848915696
1772470166046468400,1.17846826171875,-3.3582781627357003,-1.3680379731066523,-1.6848942838937042
1772470166056476400,1.188476318359375,-3.495940082019567,-1.033709133993089,-1.375629158888012
1772470166066484200,1.198484130859375,-2.9029426249325274,-0.09262859933674335,-0.8546388072609901
1772470166076493300,1.208493408203125,-2.369467616394162,0.3742332717396319,-0.3382751290539279
1772470166086501400,1.21850146484375,-1.9379098445415495,0.05659735488221049,-0.400297906518355
1772470166096509200,1.22850927734375,-1.2611749505817889,-0.00042670097947120663,-1.1488855190940201
1772470166106517200,1.238517333984375,-0.6537474016040563,-0.126800771921128,-2.4306251187987624
1772470166116525300,1.248525390625,-1.2267676540672778,-0.8053760330505668,-3.2283696340575814
1772470166126534100,1.2585341796875,-0.8352543078333139,-0.4512658772114664,-2.648446762599051
1772470166136542200,1.268542236328125,0.3397702995151281,0.838820914273709,-1.7693794703938066
1772470166146550500,1.278550537109375,0.33490590834915634,0.9664778646327554,-1.6397770850554108
1772470166156558300,1.288558349609375,0.1390285314619541,0.4065646387629211,-1.1090327435899525
1772470166166566400,1.29856640625,0.20521511407494544,0.4020942884158343,-0.9390885571215302
1772470166176575500,1.308575439453125,0.7073299387097358,0.649988706657663,-0.9308665260907262
1772470166186583300,1.318583251953125,1.2315139718115329,0.2475630673956126,-0.5735188496351242
1772470166196591400,1.32859130859375,1.8543208762288093,0.16918204298950731,-0.632454292076081
